Season,Player,Team,Pos,name,GSIS_ID
2018,Craig James,MIN,DB,C.James,00-0034310
2018,Dalvin Cook,MIN,RB,D.Cook,00-0033893
2018,Dan Bailey,MIN,K,D.Bailey,00-0028660
2018,Danielle Hunter,MIN,DE,D.Hunter,00-0031565
2018,David Morgan,MIN,TE,D.Morgan,00-0032430
2018,David Parry,MIN,DT,D.Parry,00-0031592
2018,Devante Downs,MIN,LB,D.Downs,00-0034167
2018,Eric Kendricks,MIN,MLB,E.Kendricks,00-0031554
2018,Eric Wilson,MIN,LB,E.Wilson,00-0033336
2018,Everson Griffen,MIN,DE,E.Griffen,00-0027701
2018,George Iloka,MIN,SS,G.Iloka,00-0029215
2018,Harrison Smith,MIN,FS,H.Smith,00-0029606
2018,Holton Hill,MIN,DB,H.Hill,00-0034213
2018,Jaleel Johnson,MIN,DT,J.Johnson,00-0033940
2018,Jalyn Holmes,MIN,DT,J.Holmes,00-0034264
2018,Jayron Kearse,MIN,SAF,J.Kearse,00-0032454
2018,Kentrell Brothers,MIN,LB,K.Brothers,00-0032422
2018,Kirk Cousins,MIN,QB,K.Cousins,00-0029604
2018,Kyle Rudolph,MIN,TE,K.Rudolph,00-0027981
2018,Laquon Treadwell,MIN,WR,L.Treadwell,00-0032951
2018,Latavius Murray,MIN,RB,L.Murray,00-0030513
2018,Linval Joseph,MIN,DT,L.Joseph,00-0027885
2018,Mackensie Alexander,MIN,CB,M.Alexander,00-0032389
2018,Marcus Sherels,MIN,DB,M.Sherels,00-0027547
2018,Mike Boone,MIN,RB,M.Boone,00-0034208
2018,Mike Hughes,MIN,CB,M.Hughes,00-0034843
2018,Roc Thomas,MIN,RB,R.Thomas,00-0034221
2018,Sheldon Richardson,MIN,DT,S.Richardson,00-0030573
2018,Stefon Diggs,MIN,WR,S.Diggs,00-0031588
2018,Stephen Weatherly,MIN,DE,S.Weatherly,00-0032448
2018,Tashawn Bower,MIN,DE,T.Bower,00-0033324
2018,Tom Johnson,MIN,DT,T.Johnson,00-0024030
2018,Trae Waynes,MIN,CB,T.Waynes,00-0031546
2018,Tyler Conklin,MIN,TE,T.Conklin,00-0034270
2018,Xavier Rhodes,MIN,CB,X.Rhodes,00-0030575
2018,Adam Butler,NE,DT,A.Butler,00-0033381
2018,Adrian Clayborn,NE,DE,A.Clayborn,00-0027958
2018,Albert McClellan,NE,LB,A.McClellan,00-0027560
2018,Brandon King,NE,LB,B.King,00-0031856
2018,Brian Hoyer,NE,QB,B.Hoyer,00-0026625
2018,Chris Hogan,NE,WR,C.Hogan,00-0028237
2018,Cordarrelle Patterson,NE,WR,C.Patterson,00-0030578
2018,Danny Shelton,NE,DT,D.Shelton,00-0032143
2018,Deatrich Wise,NE,DE,D.Wise,00-0033947
2018,Derek Rivers,NE,DE,D.Rivers,00-0033920
2018,Devin McCourty,NE,FS,D.McCourty,00-0027647
2018,Dont'a Hightower,NE,OLB,D.Hightower,00-0029669
2018,Duke Dawson,NE,DB,D.Dawson,00-0034744
2018,Duron Harmon,NE,SS,D.Harmon,00-0030383
2018,Dwayne Allen,NE,TE,D.Allen,00-0029689
2018,Elandon Roberts,NE,OLB,E.Roberts,00-0032442
2018,Eric Rowe,NE,CB,E.Rowe,00-0031555
2018,J.C. Jackson,NE,DB,J.Jackson,00-0034591
2018,Ja'Whaun Bentley,NE,LB,J.Bentley,00-0034385
2018,Jacob Hollister,NE,TE,J.Hollister,00-0033387
2018,James Develin,NE,FB,J.Develin,00-0027925
2018,James White,NE,RB,J.White,00-0031062
2018,Jason McCourty,NE,CB,J.McCourty,00-0027136
2018,Jeremy Hill,NE,RB,J.Hill,00-0031301
2018,John Simon,NE,OLB,J.Simon,00-0030442
2018,Jonathan Jones,NE,DB,J.Jones,00-0032580
2018,Josh Gordon,NE,WR,J.Gordon,00-0029664
2018,Julian Edelman,NE,WR,J.Edelman,00-0027150
2018,Keion Crossen,NE,DB,K.Crossen,00-0034435
2018,Keionta Davis,NE,DE,K.Davis,00-0034030
2018,Kyle Van Noy,NE,MLB,K.Noy,00-0031360
2018,Lawrence Guy,NE,DT,L.Guy,00-0028171
2018,Malcom Brown,NE,DT,M.Brown,00-0032261
2018,Nate Ebner,NE,DB,N.Ebner,00-0029570
2018,Obi Melifonwu,NE,DB,O.Melifonwu,00-0033900
2018,Patrick Chung,NE,SS,P.Chung,00-0027010
2018,Phillip Dorsett,NE,WR,P.Dorsett,00-0032208
2018,Ramon Humber,NE,LB,R.Humber,00-0026672
2018,Rex Burkhead,NE,RB,R.Burkhead,00-0030288
2018,Riley McCarron,NE,WR,R.McCarron,00-0033773
2018,Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656
2018,Sony Michel,NE,RB,S.Michel,00-0034845
2018,Stephen Gostkowski,NE,K,S.Gostkowski,00-0024333
2018,Stephon Gilmore,NE,CB,S.Gilmore,00-0029542
2018,Tom Brady,NE,QB,T.Brady,00-0019596
2018,Trey Flowers,NE,DE,T.Flowers,00-0031566
2018,Ufomba Kamalu,NE,LB,U.Kamalu,00-0032729
2018,A.J. Klein,NO,OLB,A.Klein,00-0030463
2018,Alex Anzalone,NO,MLB,A.Anzalone,00-0033914
2018,Alex Okafor,NO,DE,A.Okafor,00-0030503
2018,Alvin Kamara,NO,RB,A.Kamara,00-0033906
2018,Arthur Maulet,NO,CB,A.Maulet,00-0033503
2018,Austin Carr,NO,WR,A.Carr,00-0033382
2018,Benjamin Watson,NO,TE,B.Watson,00-0022943
2018,Cameron Jordan,NO,DE,C.Jordan,00-0027962
2018,Cameron Meredith,NO,WR,C.Meredith,00-0031912
2018,Chris Banjo,NO,DB,C.Banjo,00-0029747
2018,Craig Robertson,NO,LB,C.Robertson,00-0028834
2018,Dan Arnold,NO,TE,D.Arnold,00-0034011
2018,David Onyemata,NO,DT,D.Onyemata,00-0033051
2018,Demario Davis,NO,OLB,D.Davis,00-0029607
2018,Demetri Goodson,NO,DB,D.Goodson,00-0031080
2018,Drew Brees,NO,QB,D.Brees,00-0020531
2018,Dwayne Washington,NO,RB,D.Washington,00-0032450
2018,Eli Apple,NO,CB,E.Apple,00-0032379
2018,J.T. Gray,NO,DB,J.Gray,00-0034116
2018,Jay Bromley,NO,DT,J.Bromley,00-0031403
2018,Josh Hill,NO,TE,J.Hill,00-0030216
2018,Josh Robinson,NO,DB,J.Robinson,00-0029691
2018,Justin Hardee,NO,DB,J.Hardee,00-0033770
2018,Keith Kirkwood,NO,WR,K.Kirkwood,00-0034317
2018,Ken Crawley,NO,CB,K.Crawley,00-0032875
2018,Kurt Coleman,NO,SS,K.Coleman,00-0027835
2018,Manti Te'o,NO,MLB,M.Te'o,00-0030278
2018,Marcus Davenport,NO,DE,M.Davenport,00-0034344
2018,Marcus Williams,NO,FS,M.Williams,00-0033894
2018,Mark Ingram,NO,RB,M.Ingram,00-0027966
2018,Marshon Lattimore,NO,CB,M.Lattimore,00-0033874
2018,Michael Thomas,NO,WR,M.Thomas,00-0032765
2018,Mike Gillislee,NO,RB,M.Gillislee,00-0030433
2018,P.J. Williams,NO,CB,P.Williams,00-0032059
2018,Patrick Robinson,NO,DB,P.Robinson,00-0027882
2018,Sheldon Rankins,NO,DT,S.Rankins,00-0032759
2018,Taylor Stallworth,NO,DT,T.Stallworth,00-0034325
2018,Taysom Hill,NO,QB,T.Hill,00-0033357
2018,Ted Ginn,NO,WR,T.Ginn,00-0025396
2018,Teddy Bridgewater,NO,QB,T.Bridgewater,00-0031237
2018,Tommylee Lewis,NO,WR,T.Lewis,00-0032881
2018,Tre'Quan Smith,NO,WR,T.Smith,00-0034765
2018,Trey Hendrickson,NO,DE,T.Hendrickson,00-0033935
2018,Tyeler Davison,NO,DT,T.Davison,00-0031947
2018,Vince Biegel,NO,LB,V.Biegel,00-0033939
2018,Vonn Bell,NO,SS,V.Bell,00-0032939
2018,Wil Lutz,NO,K,W.Lutz,00-0032569
2018,Zach Line,NO,FB,Z.Line,00-0029931
2018,Aldrick Rosas,NYG,K,A.Rosas,00-0032870
2018,Alec Ogletree,NYG,OLB,A.Ogletree,00-0030527
2018,Antonio Hamilton,NYG,CB,A.Hamilton,00-0032933
2018,B.J. Goodson,NYG,MLB,B.Goodson,00-0033121
2018,B.J. Hill,NYG,DE,B.Hill,00-0034800
2018,B.W. Webb,NYG,CB,B.Webb,00-0030403
2018,Bennie Fowler,NYG,WR,B.Fowler,00-0030670
2018,Cody Latimer,NYG,WR,C.Latimer,00-0031344
2018,Connor Barwin,NYG,ILB,C.Barwin,00-0027022
2018,Corey Coleman,NYG,WR,C.Coleman,00-0032966
2018,Curtis Riley,NYG,FS,C.Riley,00-0032042
2018,Dalvin Tomlinson,NYG,DE,D.Tomlinson,00-0033546
2018,Eli Manning,NYG,QB,E.Manning,00-0022803
2018,Elijhaa Penny,NYG,RB,E.Penny,00-0032813
2018,Evan Engram,NYG,TE,E.Engram,00-0033881
2018,Grant Haley,NYG,DB,G.Haley,00-0034502
2018,Janoris Jenkins,NYG,CB,J.Jenkins,00-0029681
2018,Jawill Davis,NYG,WR,J.Davis,00-0034499
2018,John Jenkins,NYG,DT,J.Jenkins,00-0030070
2018,Jonathan Stewart,NYG,RB,J.Stewart,00-0026153
2018,Josh Mauro,NYG,DE,J.Mauro,00-0030883
2018,Kam Moore,NYG,CB,K.Moore,00-0034408
2018,Kareem Martin,NYG,OLB,K.Martin,00-0031050
2018,Kenny Ladler,NYG,DB,K.Ladler,00-0030908
2018,Kerry Wynn,NYG,DE,K.Wynn,00-0030776
2018,Kyle Lauletta,NYG,QB,K.Lauletta,00-0034369
2018,Landon Collins,NYG,SS,L.Collins,00-0032262
2018,Lorenzo Carter,NYG,LB,L.Carter,00-0034360
2018,Mario Edwards,NYG,DE,M.Edwards,00-0032265
2018,Michael Thomas,NYG,DB,M.Thomas,00-0028908
2018,Nate Stupar,NYG,MLB,N.Stupar,00-0029629
2018,Odell Beckham,NYG,WR,O.Beckham,00-0031235
2018,Olivier Vernon,NYG,OLB,O.Vernon,00-0029693
2018,Rhett Ellison,NYG,TE,R.Ellison,00-0029587
2018,RJ McIntosh,NYG,DT,R.McIntosh,00-0034848
2018,Russell Shepard,NYG,WR,R.Shepard,00-0030147
2018,Saquon Barkley,NYG,RB,S.Barkley,00-0034844
2018,Scott Simonson,NYG,TE,S.Simonson,00-0031167
2018,Sean Chandler,NYG,DB,S.Chandler,00-0034496
2018,Sterling Shepard,NYG,WR,S.Shepard,00-0032385
2018,Tae Davis,NYG,LB,T.Davis,00-0034500
2018,Tony Lippett,NYG,DB,T.Lippett,00-0031594
2018,Ukeme Eligwe,NYG,LB,U.Eligwe,00-0033468
2018,Wayne Gallman,NYG,RB,W.Gallman,00-0033950
2018,Andre Roberts,NYJ,WR,A.Roberts,00-0027691
2018,Anthony Wint,NYJ,LB,A.Wint,00-0034303
2018,Avery Williamson,NYJ,ILB,A.Williamson,00-0031263
2018,Bilal Powell,NYJ,RB,B.Powell,00-0028064
2018,Brandon Bryant,NYJ,DB,B.Bryant,00-0034841
2018,Brandon Copeland,NYJ,OLB,B.Copeland,00-0030010
2018,Bronson Kaufusi,NYJ,DE,B.Kaufusi,00-0033117
2018,Buster Skrine,NYJ,CB,B.Skrine,00-0028075
2018,Charone Peake,NYJ,WR,C.Peake,00-0032959
2018,Chris Herndon,NYJ,TE,C.Herndon,00-0034766
2018,Darron Lee,NYJ,ILB,D.Lee,00-0033147
2018,Darryl Roberts,NYJ,CB,D.Roberts,00-0031628
2018,De'Angelo Henderson Sr.,NYJ,RB,D.Sr.,00-0033581
2018,Deontay Burnett,NYJ,WR,D.Burnett,00-0034653
2018,Derrick Jones,NYJ,CB,D.Jones,00-0033299
2018,Destiny Vaeao,NYJ,DT,D.Vaeao,00-0032859
2018,Doug Middleton,NYJ,FS,D.Middleton,00-0032697
2018,Elijah McGuire,NYJ,RB,E.McGuire,00-0033295
2018,Emmanuel Lamur,NYJ,OLB,E.Lamur,00-0029479
2018,Eric Tomlinson,NYJ,TE,E.Tomlinson,00-0031690
2018,Foley Fatukasi,NYJ,DT,F.Fatukasi,00-0034275
2018,Frankie Luvu,NYJ,LB,F.Luvu,00-0034302
2018,Henry Anderson,NYJ,DE,H.Anderson,00-0032269
2018,Isaiah Crowell,NYJ,RB,I.Crowell,00-0030656
2018,J.J. Jones,NYJ,WR,J.Jones,00-0034560
2018,Jamal Adams,NYJ,SS,J.Adams,00-0033872
2018,Jason Myers,NYJ,K,J.Myers,00-0031492
2018,Jeremiah Attaochu,NYJ,LB,J.Attaochu,00-0031258
2018,Jeremy Clark,NYJ,CB,J.Clark,00-0033520
2018,Jermaine Kearse,NYJ,WR,J.Kearse,00-0029159
2018,Jordan Jenkins,NYJ,OLB,J.Jenkins,00-0032970
2018,Jordan Leggett,NYJ,TE,J.Leggett,00-0033953
2018,Josh Martin,NYJ,LB,J.Martin,00-0030160
2018,Josh McCown,NYJ,QB,J.McCown,00-0021206
2018,Kevin Pierre-Louis,NYJ,LB,K.Pierre-Louis,00-0031308
2018,Leonard Williams,NYJ,DE,L.Williams,00-0031933
2018,Marcus Maye,NYJ,FS,M.Maye,00-0033892
2018,Mike Pennel,NYJ,DT,M.Pennel,00-0030757
2018,Morris Claiborne,NYJ,CB,M.Claiborne,00-0029676
2018,Nathan Shepherd,NYJ,DE,N.Shepherd,00-0034760
2018,Neal Sterling,NYJ,TE,N.Sterling,00-0032120
2018,Neville Hewitt,NYJ,LB,N.Hewitt,00-0031740
2018,Parry Nickerson,NYJ,DB,P.Nickerson,00-0034274
2018,Quincy Enunwa,NYJ,WR,Q.Enunwa,00-0031023
2018,Rashard Robinson,NYJ,CB,R.Robinson,00-0032410
2018,Rishard Matthews,NYJ,WR,R.Matthews,00-0029580
2018,Robby Anderson,NYJ,WR,R.Anderson,00-0032688
2018,Rontez Miles,NYJ,DB,R.Miles,00-0030170
2018,Sam Darnold,NYJ,QB,S.Darnold,00-0034869
2018,Steve McLendon,NYJ,NT,S.McLendon,00-0026564
2018,Tarell Basham,NYJ,OLB,T.Basham,00-0033917
2018,Terrence Brooks,NYJ,DB,T.Brooks,00-0031338
2018,Trenton Cannon,NYJ,RB,T.Cannon,00-0034164
2018,Trumaine Johnson,NYJ,CB,T.Johnson,00-0029690
2018,AJ McCarron,OAK,QB,A.McCarron,00-0031288
2018,Arden Key,OAK,DE,A.Key,00-0034825
2018,Bene' Benwikere,OAK,CB,B.Benwikere,00-0031262
2018,Brandon LaFell,OAK,WR,B.LaFell,00-0027681
2018,Clinton McDonald,OAK,DT,C.McDonald,00-0026964
2018,Dallin Leavitt,OAK,DB,D.Leavitt,00-0034726
2018,Damontre Moore,OAK,DE,D.Moore,00-0030069
2018,Daniel Carlson,OAK,K,D.Carlson,00-0034161
2018,Darren Waller,OAK,TE,D.Waller,00-0031610
2018,Daryl Worley,OAK,CB,D.Worley,00-0032891
2018,DeAndre Washington,OAK,RB,D.Washington,00-0032940
2018,Derek Carr,OAK,QB,D.Carr,00-0031280
2018,Derek Carrier,OAK,TE,D.Carrier,00-0029119
2018,Derrick Johnson,OAK,LB,D.Johnson,00-0023449
2018,Dominique Rodgers-Cromartie,OAK,CB,D.Rodgers-Cromartie,00-0026156
2018,Doug Martin,OAK,RB,D.Martin,00-0029613
2018,Dwayne Harris,OAK,WR,D.Harris,00-0028114
2018,Erik Harris,OAK,FS,E.Harris,00-0032320
2018,Frostee Rucker,OAK,DE,F.Rucker,00-0024306
2018,Gabe Wright,OAK,DT,G.Wright,00-0031574
2018,Gareon Conley,OAK,CB,G.Conley,00-0033882
2018,Jacquies Smith,OAK,DE,J.Smith,00-0029112
2018,Jalen Richard,OAK,RB,J.Richard,00-0033025
2018,James Cowser,OAK,LB,J.Cowser,00-0032929
2018,Jared Cook,OAK,TE,J.Cook,00-0027061
2018,Jason Cabinda,OAK,LB,J.Cabinda,00-0034171
2018,Johnathan Hankins,OAK,DT,J.Hankins,00-0030063
2018,Johnny Holton,OAK,WR,J.Holton,00-0032935
2018,Jordy Nelson,OAK,WR,J.Nelson,00-0026176
2018,Justin Ellis,OAK,DT,J.Ellis,00-0031346
2018,Karl Joseph,OAK,FS,K.Joseph,00-0032888
2018,Keith Smith,OAK,FB,K.Smith,00-0030968
2018,Keon Hatcher,OAK,WR,K.Hatcher,00-0033441
2018,Kony Ealy,OAK,DE,K.Ealy,00-0031336
2018,Kyle Wilber,OAK,LB,K.Wilber,00-0029647
2018,Lee Smith,OAK,TE,L.Smith,00-0028097
2018,Leon Hall,OAK,DB,L.Hall,00-0025405
2018,Marcell Ateman,OAK,WR,M.Ateman,00-0034747
2018,Marcus Gilchrist,OAK,SS,M.Gilchrist,00-0027988
2018,Marquel Lee,OAK,MLB,M.Lee,00-0033956
2018,Marshawn Lynch,OAK,RB,M.Lynch,00-0025399
2018,Martavis Bryant,OAK,WR,M.Bryant,00-0031373
2018,Maurice Hurst,OAK,DT,M.Hurst,00-0034746
2018,Mike Nugent,OAK,K,M.Nugent,00-0023482
2018,Montrel Meander,OAK,DB,M.Meander,00-0034255
2018,Nicholas Morrow,OAK,LB,N.Morrow,00-0033445
2018,Nick Nelson,OAK,CB,N.Nelson,00-0034767
2018,P.J. Hall,OAK,DT,P.Hall,00-0034262
2018,Rashaan Melvin,OAK,CB,R.Melvin,00-0029901
2018,Reggie Nelson,OAK,FS,R.Nelson,00-0025408
2018,Seth Roberts,OAK,WR,S.Roberts,00-0031166
2018,Shilique Calhoun,OAK,DE,S.Calhoun,00-0033122
2018,Tahir Whitehead,OAK,OLB,T.Whitehead,00-0029212
2018,Tank Carradine,OAK,DE,T.Carradine,00-0030457
2018,Alshon Jeffery,PHI,WR,A.Jeffery,00-0029137
2018,Avonte Maddox,PHI,FS,A.Maddox,00-0034377
2018,B.J. Bello,PHI,LB,B.Bello,00-0033642
2018,Brandon Graham,PHI,DE,B.Graham,00-0027865
2018,Bruce Hector,PHI,DT,B.Hector,00-0034461
2018,Carson Wentz,PHI,QB,C.Wentz,00-0032950
2018,Chandon Sullivan,PHI,DB,C.Sullivan,00-0034468
2018,Chris Long,PHI,DE,C.Long,00-0026142
2018,Corey Clement,PHI,RB,C.Clement,00-0033725
2018,Corey Graham,PHI,FS,C.Graham,00-0025555
2018,Cre'von LeBlanc,PHI,CB,C.LeBlanc,00-0032581
2018,D.J. Alexander,PHI,LB,D.Alexander,00-0031950
2018,Daeshon Hall,PHI,DE,D.Hall,00-0033285
2018,Dallas Goedert,PHI,TE,D.Goedert,00-0034351
2018,Darren Sproles,PHI,RB,D.Sproles,00-0023564
2018,Deiondre' Hall,PHI,DB,D.Hall,00-0032776
2018,Derek Barnett,PHI,DE,D.Barnett,00-0033876
2018,DeVante Bausby,PHI,CB,D.Bausby,00-0031991
2018,Dexter McDougle,PHI,CB,D.McDougle,00-0031414
2018,Fletcher Cox,PHI,DT,F.Cox,00-0029653
2018,Golden Tate,PHI,WR,G.Tate,00-0027891
2018,Haloti Ngata,PHI,DT,H.Ngata,00-0024227
2018,Jake Elliott,PHI,K,J.Elliott,00-0033787
2018,Jalen Mills,PHI,CB,J.Mills,00-0032803
2018,Jay Ajayi,PHI,RB,J.Ajayi,00-0031590
2018,Jordan Hicks,PHI,MLB,J.Hicks,00-0032129
2018,Jordan Matthews,PHI,WR,J.Matthews,00-0031299
2018,Josh Adams,PHI,RB,J.Adams,00-0034457
2018,Josh Hawkins,PHI,CB,J.Hawkins,00-0032635
2018,Josh Perkins,PHI,TE,J.Perkins,00-0032599
2018,Josh Sweat,PHI,DE,J.Sweat,00-0034381
2018,Kamar Aiken,PHI,WR,K.Aiken,00-0028497
2018,Kamu Grugier-Hill,PHI,OLB,K.Grugier-Hill,00-0032437
2018,LaRoy Reynolds,PHI,LB,L.Reynolds,00-0029955
2018,Malcolm Jenkins,PHI,SS,M.Jenkins,00-0026990
2018,Michael Bennett,PHI,DE,M.Bennett,00-0026618
2018,Mike Wallace,PHI,WR,M.Wallace,00-0026901
2018,Nate Gerry,PHI,LB,N.Gerry,00-0033577
2018,Nate Sudfeld,PHI,QB,N.Sudfeld,00-0032792
2018,Nelson Agholor,PHI,WR,N.Agholor,00-0031549
2018,Nick Foles,PHI,QB,N.Foles,00-0029567
2018,Nigel Bradham,PHI,OLB,N.Bradham,00-0029272
2018,Rasul Douglas,PHI,CB,R.Douglas,00-0033551
2018,Richard Rodgers,PHI,TE,R.Rodgers,00-0031384
2018,Rodney McLeod,PHI,FS,R.McLeod,00-0028899
2018,Ronald Darby,PHI,CB,R.Darby,00-0032195
2018,Shelton Gibson,PHI,WR,S.Gibson,00-0033573
2018,Sidney Jones,PHI,CB,S.Jones,00-0033543
2018,Timmy Jernigan,PHI,DT,T.Jernigan,00-0031170
2018,Tre Sullivan,PHI,DB,T.Sullivan,00-0033731
2018,Treyvon Hester,PHI,DT,T.Hester,00-0033976
2018,Wendell Smallwood,PHI,RB,W.Smallwood,00-0032782
2018,Zach Ertz,PHI,TE,Z.Ertz,00-0030061
2018,Anthony Chickillo,PIT,LB,A.Chickillo,00-0031956
2018,Antonio Brown,PIT,WR,A.Brown,00-0027793
2018,Artie Burns,PIT,CB,A.Burns,00-0033103
2018,Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924
2018,Brian Allen,PIT,CB,B.Allen,00-0033467
2018,Bud Dupree,PIT,OLB,B.Dupree,00-0032146
2018,Cameron Heyward,PIT,DE,C.Heyward,00-0027969
2018,Cameron Sutton,PIT,CB,C.Sutton,00-0033930
2018,Chris Boswell,PIT,K,C.Boswell,00-0031136
2018,Coty Sensabaugh,PIT,CB,C.Sensabaugh,00-0029529
2018,Dan McCullers,PIT,DT,D.McCullers,00-0031193
2018,Darrius Heyward-Bey,PIT,WR,D.Heyward-Bey,00-0026983
2018,Eli Rogers,PIT,WR,E.Rogers,00-0031782
2018,James Conner,PIT,RB,J.Conner,00-0033553
2018,James Washington,PIT,WR,J.Washington,00-0034676
2018,Javon Hargrave,PIT,NT,J.Hargrave,00-0033109
2018,Jaylen Samuels,PIT,RB,J.Samuels,00-0034331
2018,Jesse James,PIT,TE,J.James,00-0032135
2018,Joe Haden,PIT,CB,J.Haden,00-0027860
2018,Jon Bostic,PIT,ILB,J.Bostic,00-0030064
2018,Jordan Dangerfield,PIT,DB,J.Dangerfield,00-0030023
2018,Joshua Dobbs,PIT,QB,J.Dobbs,00-0033949
2018,JuJu Smith-Schuster,PIT,WR,J.Smith-Schuster,00-0033857
2018,Justin Hunter,PIT,WR,J.Hunter,00-0030521
2018,L.J. Fort,PIT,LB,L.Fort,00-0028932
2018,L.T. Walton,PIT,DE,L.Walton,00-0031607
2018,Marcus Allen,PIT,DB,M.Allen,00-0034335
2018,Matt McCrane,PIT,K,M.McCrane,00-0034479
2018,Matthew Thomas,PIT,LB,M.Thomas,00-0034341
2018,Mike Hilton,PIT,CB,M.Hilton,00-0032521
2018,Morgan Burnett,PIT,SS,M.Burnett,00-0027676
2018,Nat Berhe,PIT,DB,N.Berhe,00-0031070
2018,Ola Adeniyi,PIT,LB,O.Adeniyi,00-0034204
2018,Roosevelt Nix,PIT,FB,R.Nix,00-0030741
2018,Ryan Switzer,PIT,WR,R.Switzer,00-0033562
2018,Sean Davis,PIT,FS,S.Davis,00-0033053
2018,Stephon Tuitt,PIT,DE,S.Tuitt,00-0031412
2018,Stevan Ridley,PIT,RB,S.Ridley,00-0028011
2018,T.J. Watt,PIT,OLB,T.Watt,00-0033886
2018,Terrell Edmunds,PIT,SS,T.Edmunds,00-0034858
2018,Tyler Matakevich,PIT,ILB,T.Matakevich,00-0032366
2018,Tyson Alualu,PIT,DE,T.Alualu,00-0027862
2018,Vance McDonald,PIT,TE,V.McDonald,00-0030470
2018,Vince Williams,PIT,ILB,V.Williams,00-0030434
2018,Xavier Grimble,PIT,TE,X.Grimble,00-0031035
2018,Akeem King,SEA,CB,A.King,00-0031630
2018,Austin Calitro,SEA,OLB,A.Calitro,00-0033452
2018,Barkevious Mingo,SEA,OLB,B.Mingo,00-0030558
2018,Bobby Wagner,SEA,MLB,B.Wagner,00-0029255
2018,Bradley McDougald,SEA,SS,B.McDougald,00-0030161
2018,Branden Jackson,SEA,DE,B.Jackson,00-0033024
2018,C.J. Prosise,SEA,RB,C.Prosise,00-0032393
2018,Chris Carson,SEA,RB,C.Carson,00-0033594
2018,David Moore,SEA,WR,D.Moore,00-0033589
2018,Dion Jordan,SEA,DE,D.Jordan,00-0030555
2018,Doug Baldwin,SEA,WR,D.Baldwin,00-0028434
2018,Earl Thomas,SEA,FS,E.Thomas,00-0027866
2018,Ed Dickson,SEA,TE,E.Dickson,00-0027675
2018,Emmanuel Ellerbee,SEA,LB,E.Ellerbee,00-0034139
2018,Frank Clark,SEA,DE,F.Clark,00-0032210
2018,J.D. McKissic,SEA,RB,J.McKissic,00-0032602
2018,Jake Martin,SEA,LB,J.Martin,00-0034163
2018,Jaron Brown,SEA,WR,J.Brown,00-0030300
2018,Jarran Reed,SEA,DT,J.Reed,00-0032387
2018,Justin Coleman,SEA,CB,J.Coleman,00-0031796
2018,K.J. Wright,SEA,OLB,K.Wright,00-0028037
2018,Kalan Reed,SEA,DB,K.Reed,00-0032810
2018,Lano Hill,SEA,DB,L.Hill,00-0033931
2018,Malik Turner,SEA,WR,M.Turner,00-0034867
2018,Maurice Alexander,SEA,DB,M.Alexander,00-0031393
2018,Mike Davis,SEA,RB,M.Davis,00-0032063
2018,Mychal Kendricks,SEA,LB,M.Kendricks,00-0029409
2018,Nazair Jones,SEA,DT,N.Jones,00-0033934
2018,Neiko Thorpe,SEA,DB,N.Thorpe,00-0029329
2018,Nick Vannett,SEA,TE,N.Vannett,00-0032394
2018,Poona Ford,SEA,DT,P.Ford,00-0034234
2018,Quinton Jefferson,SEA,DE,Q.Jefferson,00-0032416
2018,Rashaad Penny,SEA,RB,R.Penny,00-0034750
2018,Rasheem Green,SEA,DE,R.Green,00-0034831
2018,Russell Wilson,SEA,QB,R.Wilson,00-0029263
2018,Sebastian Janikowski,SEA,K,S.Janikowski,00-0019646
2018,Shalom Luani,SEA,DB,S.Luani,00-0033970
2018,Shamar Stephen,SEA,DT,S.Stephen,00-0031242
2018,Shaquem Griffin,SEA,OLB,S.Griffin,00-0034755
2018,Shaquill Griffin,SEA,CB,S.Griffin,00-0033926
2018,T.J. Green,SEA,DB,T.Green,00-0033059
2018,Tedric Thompson,SEA,FS,T.Thompson,00-0033554
2018,Tre Flowers,SEA,CB,T.Flowers,00-0034756
2018,Tre Madden,SEA,FB,T.Madden,00-0032472
2018,Tyler Lockett,SEA,WR,T.Lockett,00-0032211
2018,Tyrone Swoopes,SEA,TE,T.Swoopes,00-0033742
2018,Will Dissly,SEA,TE,W.Dissly,00-0034159
2018,Adrian Colbert,SF,FS,A.Colbert,00-0033302
2018,Ahkello Witherspoon,SF,CB,A.Witherspoon,00-0033783
2018,Alfred Morris,SF,RB,A.Morris,00-0029141
2018,Antone Exum,SF,SS,A.Exum,00-0031267
2018,Arik Armstead,SF,DE,A.Armstead,00-0032164
2018,Brock Coyle,SF,LB,B.Coyle,00-0030770
2018,C.J. Beathard,SF,QB,C.Beathard,00-0033936
2018,Cassius Marsh,SF,DE,C.Marsh,00-0031175
2018,D.J. Jones,SF,DT,D.Jones,00-0033297
2018,D.J. Reed,SF,FS,D.Reed,00-0034384
2018,Dante Pettis,SF,WR,D.Pettis,00-0034860
2018,DeForest Buckner,SF,DT,D.Buckner,00-0032378
2018,Dekoda Watson,SF,LB,D.Watson,00-0027812
2018,Earl Mitchell,SF,DT,E.Mitchell,00-0027684
2018,Elijah Lee,SF,OLB,E.Lee,00-0033973
2018,Emmanuel Moseley,SF,DB,E.Moseley,00-0034096
2018,Fred Warner,SF,MLB,F.Warner,00-0034815
